date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:03	36425/36425	---MCZ	200	added ('OK')	application/javascript	etag:W/%22798add0bd4dd214dd12e7f4eee4caaef%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/2814-bda5cfaed3e6c5ce.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/2814-bda5cfaed3e6c5ce.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:03	108848/108848	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c601b4edf3b2cc7761b4e58f15030a6%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/main-4b848a9badc8bc0c.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/main-4b848a9badc8bc0c.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:03	140989/140989	---MCZ	200	added ('OK')	application/javascript	etag:W/%2281ebedb856cd6e88e8d45274139a7af4%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/framework-617d2703bc9efd35.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/framework-617d2703bc9efd35.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:03	58283/58283	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cce419400783fb1f34fa01e1d1e22077%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/75fc9c18-7f0d377f161c6be8.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/75fc9c18-7f0d377f161c6be8.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:04	104412/104412	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213c4a7b6bde452d13768aa8e41465f83%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/4888-ce60a77c7ea57d21.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/4888-ce60a77c7ea57d21.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:04	86542/86542	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667c67b2b76c1f3cff4436cba1b0835c%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/fc83e031-9fce66f2b5607594.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/fc83e031-9fce66f2b5607594.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:04	6100/6100	---MCZ	200	added ('OK')	application/javascript	etag:W/%229bb030294a59b1da715803aba2934e61%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/6000-30cdc76b72a681fa.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/6000-30cdc76b72a681fa.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:04	653134/653134	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244e181af8b8df3e9184eb9843c322b83%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/2135-689ed2c37aa6f534.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/2135-689ed2c37aa6f534.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:05	86553/86553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ab36ccfa4d8c1eb3bac5bbb81278e83e%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/1742-1824bd699a209803.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/1742-1824bd699a209803.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:05	27461/27461	---MCZ	200	added ('OK')	application/javascript	etag:W/%225acc6b366b8b5530319f72dbaa4115f6%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/7283-07b3d0bbdca0983b.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/7283-07b3d0bbdca0983b.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:05	12315/12315	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bde316e9fd51af90662d137c4037768b%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/6906-b892899129b2a2ac.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/6906-b892899129b2a2ac.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:05	492/492	---M--	200	added ('OK')	application/javascript	etag:%222227c88c69412a285ec0a688135bba20%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/pages/subdomain/%5Bsubdomain%5D/page/%5B...pathname%5D-4e753ed966902f9f.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/pages/subdomain/[subdomain]/page/[...pathname]-4e753ed966902f9f.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:05	3167/3167	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b1a279dfee929f6d2f361a18d3035f6d%22	https://galliform_red_600.pineapplebuilder.com/_next/static/Nx3PDiXZZkhBcV-cu7TFP/_buildManifest.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/Nx3PDiXZZkhBcV-cu7TFP/_buildManifest.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:06	568068/568068	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ae7fcfb7caf1dafce5620626be3edb3%22	https://galliform_red_600.pineapplebuilder.com/_next/static/chunks/9694-77fb3a1234b1cd3c.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/chunks/9694-77fb3a1234b1cd3c.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:06	406/406	---M--	200	added ('OK')	application/javascript	etag:%22215552a0c23c55b535246a5eb4d932ff%22	https://galliform_red_600.pineapplebuilder.com/_next/static/Nx3PDiXZZkhBcV-cu7TFP/_ssgManifest.js	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/static/Nx3PDiXZZkhBcV-cu7TFP/_ssgManifest.js	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:07	1213/1213	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202023%2006:34:06%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fv1697358441%2FCODE_9ecf1030c8.png&w=64&q=75	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/CODE_9ecf1030c8f8bc.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:08	88778/88778	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202023%2006:34:08%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fv1697347537%2F2023_1_3cc4404648.png&w=1080&q=90	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/2023_1_3cc44046482ad1.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:08	322307/322307	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2011:11:52%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fq_auto%2Cf_auto%2Ce_blur%3A500%2Cq_40%2Fgradient_oval_background_7f5fbbfc85&w=3840&q=75	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/gradient_oval_background_7f5fbbfc85935c.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:09	78940/78940	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202023%2006:34:09%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fw_500%2Ch_328%2Cq_auto%2Cf_auto%2Ce_blur%3A100%2Cq_40%2F2023_1_3cc4404648&w=1080&q=75	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/2023_1_3cc440464890a7.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:09	1097/1097	---M--	404	error ('Not%20Found')	image/jpeg	date:Mon,%2016%20Oct%202023%2006:34:09%20GMT	https://img.youtube.com/vi/_q56IqLiqtY&pp=ygUXY29kZTc2Y2hhbm5lbCBwb3MgdmlkZW8%3D/mqdefault.jpg	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/img.youtube.com/vi/_q56IqLiqtY&pp=ygUXY29kZTc2Y2hhbm5lbCBwb3MgdmlkZW8=/mqdefault.1b.delayed	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:11	364157/364157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Oct%202023%2006:34:10%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fimages.unsplash.com%2Fphoto-1508345228704-935cc84bf5e2%3Fcrop%3Dentropy%26cs%3Dtinysrgb%26fit%3Dmax%26fm%3Djpg%26ixid%3DM3wyNjkzODh8MHwxfHNlYXJjaHwyOXx8ZGlnaXRhbCUyMHNlY3VyaXR5JTIwfGVufDB8fHx8MTY5NzM1ODc3OHww%26ixlib%3Drb-4.0.3%26q%3D80%26w%3D1080&w=3840&q=90	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/photo-1508345228704-935cc84bf5e24702.jpg	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:11	65230/65230	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Oct%202023%2006:34:11%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fimages.unsplash.com%2Fphoto-1525130413817-d45c1d127c42%3Fcrop%3Dentropy%26cs%3Dtinysrgb%26fit%3Dmax%26fm%3Djpg%26ixid%3DM3wyNjkzODh8MHwxfHNlYXJjaHw1NTZ8fGNvbXB1dGVyJTIwbGVzc29ufGVufDB8fHx8MTY5NzM3MDg2MHww%26ixlib%3Drb-4.0.3%26q%3D80%26w%3D1080&w=3840&q=90	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/photo-1525130413817-d45c1d127c4297f7.jpg	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:12	6904/6904	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202023%2006:34:12%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fv1697358441%2FCODE_9ecf1030c8.png&w=1080&q=90	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/CODE_9ecf1030c8e8dc.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:13	13140/13140	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Oct%202023%2006:34:13%20GMT	https://galliform_red_600.pineapplebuilder.com/_next/image?url=https%3A%2F%2Fres.cloudinary.com%2Faurity%2Fimage%2Fupload%2Fw_500%2Ch_500%2Cq_auto%2Cf_auto%2Ce_blur%3A100%2Cq_40%2FCODE_9ecf1030c8&w=1080&q=75	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/_next/CODE_9ecf1030c806b5.png	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:14	5158/5158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2281209929d6c244882e084a8abcb7f713%22	https://galliform_red_600.pineapplebuilder.com/logo/pineapple-logo-orange.svg	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/galliform_red_600.pineapplebuilder.com/logo/pineapple-logo-orange.svg	(from https://galliform_red_600.pineapplebuilder.com/)
09:34:14	123320/123320	---M--	200	added ('OK')	image/png	etag:%22195f5cb9f12347f313eb92f5611fd31d%22	https://res.cloudinary.com/aurity/image/upload/v1697347537/2023_1_3cc4404648.png	C:/Users/Admin/3D%20Objects/1A%20FOLDER/CODE76%20POS%20SITE/res.cloudinary.com/aurity/image/upload/v1697347537/2023_1_3cc4404648.png	(from https://galliform_red_600.pineapplebuilder.com/)
